channel,estimated_roi,target_channel,roi_prior_mu,roi_prior_sigma,roi_prior_dist
moloco,0.1149442,snapchat,0.103795,0.033445,Normal
liveintent,0.3320573,snapchat,0.103795,0.033445,Normal
beehiiv,0.29379073,snapchat,0.103795,0.033445,Normal
amazon,0.3722433,snapchat,0.103795,0.033445,Normal
meta,0.33892816,snapchat,0.103795,0.033445,LogNormal
google,0.06423026,snapchat,0.103795,0.033445,LogNormal
snapchat,1.014281,snapchat,0.103795,0.033445,LogNormal
tiktok,0.21625268,snapchat,0.103795,0.033445,LogNormal
moloco,0.38406834,snapchat,0.103795,0.033445,LogNormal
liveintent,0.42344284,snapchat,0.103795,0.033445,LogNormal
beehiiv,0.5932797,snapchat,0.103795,0.033445,LogNormal
amazon,1.6656258,snapchat,0.103795,0.033445,LogNormal
