run_id,channel,target_channel,targets,roi_prior_mu,roi_prior_sigma,roi_prior_dist,dist_normalized,is_baseline,estimated_roi,baseline_roi,pct_change,delta_abs,delta_pct,contribution_value,contribution_delta,contribution_share,run_contribution_total,effect_value,effect_share,channel_total_spend,spend_share,adstock_alpha_m,saturation_ec_m,saturation_slope_m,max_lag,adstock_decay_spec,qc_status_code,qc_summary_short
multi|meta|1.000000|1.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,amazon,meta,meta,1.0,1.5,LogNormal,lognormal,False,0.1401148761156946,0.1465167666824224,,0.0026051994754622,0.0182539104234024,220544.4312869869,-4100.6512130128685,0.003976121992609272,55467219.49098394,220544.4312869869,0.003976121992609272,15740.258094,0.0008190390385875116,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.500000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,meta,meta,meta,1.5,0.5,LogNormal,lognormal,False,0.1013495570731659,0.0487444552453234,,0.0720689962284329,2.4613256764648583,8514965.399442557,6054935.285160126,0.13446626269978076,63324176.849130504,8514965.399442557,0.13446626269978076,840158.1265220001,0.04371734568128637,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.500000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,google,meta,meta,1.5,0.5,LogNormal,lognormal,False,0.0165643719544944,0.0151750972773879,,0.0025702134231687,0.1836633061870294,17058891.252201736,2646945.589077262,0.26938986183499,63324176.849130504,17058891.252201736,0.26938986183499,10298543.94665,0.5358812722474189,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.500000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,snapchat,meta,meta,1.5,0.5,LogNormal,lognormal,False,0.0277258011442609,0.0295174331237406,,0.002478893388179,0.0820698049277325,12039754.222015567,-1076443.8142280206,0.1901288705370812,63324176.849130504,12039754.222015567,0.1901288705370812,4342436.908989999,0.2259572447812554,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.500000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,meta,meta,1.5,0.5,LogNormal,lognormal,False,0.0385293383415167,0.0307713768429433,,0.0097408915782579,0.3383611369644932,6752979.372287407,1707271.4644773465,0.10664140788401154,63324176.849130504,6752979.372287407,0.10664140788401154,1752685.00913,0.09120037525761927,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.500000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,moloco,meta,meta,1.5,0.5,LogNormal,lognormal,False,0.0656586901455496,0.0703099257564948,,0.005241619561566,0.0739294311014839,5530002.126083583,-441467.340504759,0.08732844864701174,63324176.849130504,5530002.126083583,0.08732844864701174,842234.6095886,0.04382539477961466,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.500000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,liveintent,meta,meta,1.5,0.5,LogNormal,lognormal,False,0.0976839893357828,0.1033024348823043,,0.0045159516863834,0.0441874196914069,7795057.05051405,-360367.1519978503,0.1230976451393238,63324176.849130504,7795057.05051405,0.1230976451393238,797987.173079,0.041522994295304996,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.500000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,beehiiv,meta,meta,1.5,0.5,LogNormal,lognormal,False,0.1640353532081159,0.1775703480498244,,0.0252732853684573,0.1335030749705308,5383185.475752767,-829399.1512148213,0.08500995581163537,63324176.849130504,5383185.475752767,0.08500995581163537,328172.2732613,0.017076333918912757,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.500000|0.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,amazon,meta,meta,1.5,0.5,LogNormal,lognormal,False,0.158410331866083,0.1465167666824224,,0.0156902562749262,0.109937275536998,249341.950832834,24696.868332834187,0.003937547446165621,63324176.849130504,249341.950832834,0.003937547446165621,15740.258094,0.0008190390385875116,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.500000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,meta,meta,meta,1.5,1.0,LogNormal,lognormal,False,0.0487444552453234,0.0487444552453234,,0.0194638944005904,0.6647377590819465,4095305.019724639,1635274.9054422083,0.0704173752489625,58157592.57208295,4095305.019724639,0.0704173752489625,840158.1265220001,0.04371734568128637,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.500000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,google,meta,meta,1.5,1.0,LogNormal,lognormal,False,0.0151750972773879,0.0151750972773879,,0.0011809387460621,0.0843879782709826,15628140.620586803,1216194.9574623313,0.26872055615466944,58157592.57208295,15628140.620586803,0.26872055615466944,10298543.94665,0.5358812722474189,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.500000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,snapchat,meta,meta,1.5,1.0,LogNormal,lognormal,False,0.0295174331237406,0.0295174331237406,,0.0006872614086993,0.0227534633055559,12817759.105517516,-298438.9307260737,0.2203970030160834,58157592.57208295,12817759.105517516,0.2203970030160834,4342436.908989999,0.2259572447812554,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
