targets,prior_key,channel,roi_baseline,roi_new,delta_abs,delta_pct
"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",snapchat,0.109747375,0.106842875,0.0029044999999999904,0.026465325480449886
"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",tiktok,1.0378102666666666,1.0280993,0.009710966666666598,0.009357169589251813
"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",moloco,0.3648978133333333,0.37144297,0.006545156666666663,0.01793695776600246
"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",liveintent,0.34016799000000003,0.32365498,0.01651301000000005,0.048543691603669226
"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",beehiiv,0.4773862166666667,0.4608149,0.01657131666666667,0.0347125997528277
"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",amazon,1.3454192333333335,1.2227024,0.1227168333333335,0.09121085108118854
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}",meta,1.0443267,0.064762324,0.979564376,0.9379865285451382
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}",google,0.05527999733333333,-0.016220536,0.07150053333333334,1.2934250503340594
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}",snapchat,0.109747375,-0.012673594,0.12242096899999999,1.1154797005395345
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}",tiktok,1.0378102666666666,0.06838746,0.9694228066666667,0.9341040822233788
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}",moloco,0.3648978133333333,0.1649981,0.1998997133333333,0.5478238181458364
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}",liveintent,0.34016799000000003,0.12483148,0.21533651000000004,0.6330299038425103
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.011706}}",beehiiv,0.4773862166666667,0.2684092,0.20897701666666668,0.4377525143600536
